timestamp,symbol,type,amount,price,value,id,close_timestamp,pnl,pnl_percent,reason,status,duration_seconds,duration
2025-09-01 07:32:28.784000,DOGEUSDT,LONG,25.987694826499652,0.0769595,2.0,1,2025-09-01 07:32:52.935000,-2.0,-100.0,Stop Loss triggered,closed,24.151,0:00:24.151000
2025-09-01 07:33:41.232000,BTCUSDT,LONG,4.384993478440821e-05,44697.9,1.96,2,2025-09-01 07:34:01.273000,-1.96,-100.0,Stop Loss triggered,closed,20.041,0:00:20.041000
2025-09-01 07:33:42.420000,DOGEUSDT,LONG,24.958582111370266,0.0769595,1.9208,3,2025-09-01 07:34:25.402000,-1.9208,-100.0,Stop Loss triggered,closed,42.982,0:00:42.982000
2025-09-01 07:35:01.620000,BTCUSDT,LONG,4.211347736694565e-05,44697.9,1.882384,4,2025-09-01 07:35:26.888000,-1.8824,-100.0,Stop Loss triggered,closed,25.268,0:00:25.268000
2025-09-01 07:36:15.218000,BTCUSDT,LONG,4.65052151268173e-05,39667.3,1.8447363200000002,5,2025-09-01 07:36:37.972000,-1.8447,-100.0,Stop Loss triggered,closed,22.754,0:00:22.754000
2025-09-01 07:37:26.275000,BTCUSDT,LONG,4.557511082428095e-05,39667.3,1.8078415935999999,6,2025-09-01 07:37:51.481000,-1.8078,-100.0,Stop Loss triggered,closed,25.206,0:00:25.206000
2025-09-01 07:39:41.699000,ETHUSDT,LONG,0.000653852311486893,2709.61,1.7716847617280003,7,2025-09-01 07:40:03.233000,-1.7717,-100.0,Stop Loss triggered,closed,21.534,0:00:21.534000
2025-09-01 07:40:51.938000,ETHUSDT,LONG,0.000640775265257155,2709.61,1.7362510664934399,8,2025-09-01 07:41:15.440000,-1.7363,-100.0,Stop Loss triggered,closed,23.502,0:00:23.502000
2025-09-01 07:40:52.707000,DOGEUSDT,LONG,20.67864845454621,0.0822842,1.7015260451635712,9,2025-09-01 07:41:39.495000,-1.7015,-100.0,Stop Loss triggered,closed,46.788,0:00:46.788000
2025-09-01 07:42:16.172000,ETHUSDT,LONG,0.000740921421799944,2250.57,1.6674955242603,10,2025-09-01 07:42:40.041000,-1.6675,-100.0,Stop Loss triggered,closed,23.869,0:00:23.869000
2025-09-01 07:42:16.953000,DOGEUSDT,LONG,19.85977397574618,0.0822842,1.6341456137750938,11,2025-09-01 07:43:04.124000,-1.6341,-100.0,Stop Loss triggered,closed,47.171,0:00:47.171000
2025-09-01 07:43:40.779000,ETHUSDT,LONG,0.0007115809334966662,2250.57,1.6014627014995921,12,2025-09-01 07:44:04.297000,-1.6015,-100.0,Stop Loss triggered,closed,23.518,0:00:23.518000
2025-09-01 07:44:52.984000,ETHUSDT,LONG,0.000782955074816463,2004.5,1.5694334474696001,13,2025-09-01 07:45:16.797000,-1.5694,-100.0,Stop Loss triggered,closed,23.813,0:00:23.813000
2025-09-01 07:46:05.513000,ETHUSDT,LONG,0.0007672959733201337,2004.5,1.538044778520208,14,2025-09-01 07:46:29.042000,-1.538,-100.0,Stop Loss triggered,closed,23.529,0:00:23.529000
2025-09-01 07:46:06.298000,DOGEUSDT,LONG,23.384404484085525,0.0644568,1.5072838829498039,15,2025-09-01 07:46:53.141000,-1.5073,-100.0,Stop Loss triggered,closed,46.843,0:00:46.843000
2025-09-01 07:47:29.399000,BTCUSDT,LONG,3.391097206086433e-05,43559.3,1.4771382052908077,16,2025-09-01 07:47:53.658000,-1.4771,-100.0,Stop Loss triggered,closed,24.259,0:00:24.259000
2025-09-01 07:47:30.174000,SOLUSDT,LONG,0.013985618622929992,103.506,1.4475954411849918,17,2025-09-01 07:48:17.770000,-1.4476,-100.0,Stop Loss triggered,closed,47.596,0:00:47.596000
2025-09-01 07:47:30.567000,DOGEUSDT,LONG,22.00921442518543,0.0644568,1.418643532361292,18,2025-09-01 07:48:41.844000,-1.4186,-100.0,Stop Loss triggered,closed,71.277,0:01:11.277000
2025-09-01 07:49:06.064000,BTCUSDT,LONG,3.404430436328893e-05,40837.1,1.390270661714066,19,2025-09-01 07:49:30.168000,-1.3903,-100.0,Stop Loss triggered,closed,24.104,0:00:24.104000
2025-09-01 07:49:06.845000,SOLUSDT,LONG,0.013163152362952728,103.506,1.362465248479785,20,2025-09-01 07:49:54.249000,-1.3625,-100.0,Stop Loss triggered,closed,47.404,0:00:47.404000
2025-09-01 07:50:30.529000,BTCUSDT,LONG,3.2696149910502685e-05,40837.1,1.3352159435101891,21,2025-09-01 07:50:55.779000,-1.3352,-100.0,Stop Loss triggered,closed,25.25,0:00:25.250000
2025-09-01 07:50:30.906000,ETHUSDT,LONG,0.0005514073191517991,2373.04,1.3085116246399855,22,2025-09-01 07:51:19.811000,-1.3085,-100.0,Stop Loss triggered,closed,48.905,0:00:48.905000
2025-09-01 07:50:31.685000,DOGEUSDT,LONG,18.59694801415407,0.0689544,1.2823413921471853,23,2025-09-01 07:51:43.908000,-1.2823,-100.0,Stop Loss triggered,closed,72.223,0:01:12.223000
2025-09-01 07:52:08.142000,BTCUSDT,LONG,3.318522395050957e-05,37869.1,1.2566945643042418,24,2025-09-01 07:52:32.602000,-1.2567,-100.0,Stop Loss triggered,closed,24.46,0:00:24.460000
2025-09-01 07:52:08.691000,ETHUSDT,LONG,0.0005131353139775744,2400.07,1.231560673018157,25,2025-09-01 07:52:56.700000,-1.2316,-100.0,Stop Loss triggered,closed,48.009,0:00:48.009000
2025-09-01 07:52:09.078000,SOLUSDT,LONG,0.015375857340875976,78.4951,1.2069294595577937,26,2025-09-01 07:53:20.775000,-1.2069,-100.0,Stop Loss triggered,closed,71.697,0:01:11.697000
2025-09-01 07:52:09.476000,DOGEUSDT,LONG,17.153232721430943,0.0689544,1.1827908703666379,27,2025-09-01 07:53:44.800000,-1.1828,-100.0,Stop Loss triggered,closed,95.324,0:01:35.324000
2025-09-01 07:53:57.431000,ETHUSDT,LONG,0.00048295885243318114,2400.07,1.1591350529593052,28,2025-09-01 07:54:21.107000,-1.1591,-100.0,Stop Loss triggered,closed,23.676,0:00:23.676000
2025-09-01 07:53:57.821000,SOLUSDT,LONG,0.014471633922373743,78.4951,1.1359523519001191,29,2025-09-01 07:54:45.242000,-1.1359,-100.0,Stop Loss triggered,closed,47.421,0:00:47.421000
2025-09-01 07:55:22.609000,DOGEUSDT,LONG,14.662951928796412,0.0759215,1.1132333048621168,30,2025-09-01 07:55:46.733000,-1.1132,-100.0,Stop Loss triggered,closed,24.124,0:00:24.124000
2025-09-01 07:56:36.176000,DOGEUSDT,LONG,14.369692890220483,0.0759215,1.0909686387648745,31,2025-09-01 07:56:57.770000,-1.091,-100.0,Stop Loss triggered,closed,21.594,0:00:21.594000
2025-09-01 07:57:46.862000,SOLUSDT,LONG,0.012200833352233924,87.6292,1.069149265989577,32,2025-09-01 07:58:11.332000,-1.0691,-100.0,Stop Loss triggered,closed,24.47,0:00:24.470000
2025-09-01 07:57:47.253000,DOGEUSDT,LONG,14.464537834581344,0.0724369,1.0477662806697854,33,2025-09-01 07:58:35.393000,-1.0478,-100.0,Stop Loss triggered,closed,48.14,0:00:48.140000
2025-09-01 07:59:11.713000,BTCUSDT,LONG,2.5649113357889486e-05,40033.0,1.0268109550563898,34,2025-09-01 07:59:36.113000,-1.0268,-100.0,Stop Loss triggered,closed,24.4,0:00:24.400000
2025-09-01 07:59:12.590000,SOLUSDT,LONG,0.011483326744455753,87.6292,1.006274735955262,35,2025-09-01 08:00:00.217000,-1.0063,-100.0,Stop Loss triggered,closed,47.627,0:00:47.627000
2025-09-01 07:59:12.980000,DOGEUSDT,LONG,13.613907293605285,0.0724369,0.9861492412361567,36,2025-09-01 08:00:24.316000,-0.9861,-100.0,Stop Loss triggered,closed,71.336,0:01:11.336000
2025-09-01 08:00:48.542000,BTCUSDT,LONG,2.4140740299538718e-05,40033.0,0.9664262564114335,37,2025-09-01 08:01:13.796000,-0.9664,-100.0,Stop Loss triggered,closed,25.254,0:00:25.254000
2025-09-01 08:00:49.682000,DOGEUSDT,LONG,11.42387779863006,0.0829051,0.947097731283205,38,2025-09-01 08:01:37.895000,-0.9471,-100.0,Stop Loss triggered,closed,48.213,0:00:48.213000
2025-09-01 08:02:14.527000,ETHUSDT,LONG,0.0004017938194125361,2310.03,0.9281557766575408,39,2025-09-01 08:02:38.382000,-0.9282,-100.0,Stop Loss triggered,closed,23.855,0:00:23.855000
2025-09-01 08:02:15.301000,DOGEUSDT,LONG,10.97149223780431,0.0829051,0.90959266112439,40,2025-09-01 08:03:02.463000,-0.9096,-100.0,Stop Loss triggered,closed,47.162,0:00:47.162000
2025-09-01 08:03:39.146000,ETHUSDT,LONG,0.00038588278416379964,2310.03,0.8914008079019021,41,2025-09-01 08:04:02.684000,-0.8914,-100.0,Stop Loss triggered,closed,23.538,0:00:23.538000
2025-09-01 08:04:51.390000,ETHUSDT,LONG,0.0004007674236696245,2179.75,0.873572791743864,42,2025-09-01 08:05:15.248000,-0.8736,-100.0,Stop Loss triggered,closed,23.858,0:00:23.858000
2025-09-01 08:04:51.781000,SOLUSDT,LONG,0.009216698507620498,92.8859,0.856101335908987,43,2025-09-01 08:05:39.346000,-0.8561,-100.0,Stop Loss triggered,closed,47.565,0:00:47.565000
2025-09-01 08:06:15.975000,ETHUSDT,LONG,0.00038489703369230745,2179.75,0.8389793091908072,44,2025-09-01 08:06:39.433000,-0.839,-100.0,Stop Loss triggered,closed,23.458,0:00:23.458000
2025-09-01 08:06:16.379000,SOLUSDT,LONG,0.008851717246718726,92.8859,0.822199723006991,45,2025-09-01 08:07:03.535000,-0.8222,-100.0,Stop Loss triggered,closed,47.156,0:00:47.156000
2025-09-01 08:06:16.771000,DOGEUSDT,LONG,11.167414092211086,0.0721524,0.8057557285468512,46,2025-09-01 08:07:27.643000,-0.8058,-100.0,Stop Loss triggered,closed,70.872,0:01:10.872000
2025-09-01 08:07:51.835000,BTCUSDT,LONG,1.7271305079547902e-05,45719.8,0.7896406139759142,47,2025-09-01 08:08:17.108000,-0.7896,-100.0,Stop Loss triggered,closed,25.273,0:00:25.273000
2025-09-01 08:07:52.607000,SOLUSDT,LONG,0.008750944832154581,88.4302,0.7738478016963961,48,2025-09-01 08:08:41.225000,-0.7738,-100.0,Stop Loss triggered,closed,48.618,0:00:48.618000
2025-09-01 08:09:17.466000,BTCUSDT,LONG,1.9450194039108808e-05,38990.4,0.758370845662468,49,2025-09-01 08:09:41.963000,-0.7584,-100.0,Stop Loss triggered,closed,24.497,0:00:24.497000
2025-09-01 08:09:18.382000,SOLUSDT,LONG,0.008404407416801258,88.4302,0.7432034287492185,50,2025-09-01 08:10:06.068000,-0.7432,-100.0,Stop Loss triggered,closed,47.686,0:00:47.686000
2025-09-01 08:10:42.328000,BTCUSDT,LONG,1.8679966355160096e-05,38990.4,0.7283393601742343,51,2025-09-01 08:11:07.287000,-0.7283,-100.0,Stop Loss triggered,closed,24.959,0:00:24.959000
2025-09-01 08:11:55.976000,ETHUSDT,LONG,0.0002446445775351401,2917.59,0.7137725729707495,52,2025-09-01 08:12:19.791000,-0.7138,-100.0,Stop Loss triggered,closed,23.815,0:00:23.815000
2025-09-01 08:13:08.525000,ETHUSDT,LONG,0.00023975168598443727,2917.59,0.6994971215113344,53,2025-09-01 08:13:33.379000,-0.6995,-100.0,Stop Loss triggered,closed,24.854,0:00:24.854000
2025-09-01 08:13:08.913000,SOLUSDT,LONG,0.006902561413334822,99.312,0.6855071790811078,54,2025-09-01 08:13:57.460000,-0.6855,-100.0,Stop Loss triggered,closed,48.547,0:00:48.547000
2025-09-01 08:13:09.288000,DOGEUSDT,LONG,8.777690554330794,0.0765346,0.6717970354994856,55,2025-09-01 08:14:21.562000,-0.6718,-100.0,Stop Loss triggered,closed,72.274,0:01:12.274000
2025-09-01 08:14:46.530000,SOLUSDT,LONG,0.0069463859543614885,94.7775,0.658361094789496,56,2025-09-01 08:15:09.797000,-0.6584,-100.0,Stop Loss triggered,closed,23.267,0:00:23.267000
2025-09-01 08:14:46.914000,DOGEUSDT,LONG,8.430094008379296,0.0765346,0.645193872893706,57,2025-09-01 08:15:33.885000,-0.6452,-100.0,Stop Loss triggered,closed,46.971,0:00:46.971000
2025-09-01 08:16:10.915000,SOLUSDT,LONG,0.006671309070568773,94.7775,0.632289995435832,58,2025-09-01 08:16:34.070000,-0.6323,-100.0,Stop Loss triggered,closed,23.155,0:00:23.155000
2025-09-01 08:17:22.408000,BTCUSDT,LONG,1.3536620008282078e-05,45775.4,0.6196441955271155,59,2025-09-01 08:17:46.617000,-0.6196,-100.0,Stop Loss triggered,closed,24.209,0:00:24.209000
2025-09-01 08:17:22.801000,ETHUSDT,LONG,0.00025584203831263566,2373.54,0.6072513116165732,60,2025-09-01 08:18:10.718000,-0.6073,-100.0,Stop Loss triggered,closed,47.917,0:00:47.917000
2025-09-01 08:18:46.976000,BTCUSDT,LONG,1.3000569855954106e-05,45775.4,0.5951062853842416,61,2025-09-01 08:19:10.801000,-0.5951,-100.0,Stop Loss triggered,closed,23.825,0:00:23.825000
2025-09-01 08:18:47.373000,ETHUSDT,LONG,0.00024571069359545516,2373.54,0.5832041596765566,62,2025-09-01 08:19:34.883000,-0.5832,-100.0,Stop Loss triggered,closed,47.51,0:00:47.510000
2025-09-01 08:20:11.670000,ETHUSDT,LONG,0.0002901174482028322,1970.03,0.5715400764830255,63,2025-09-01 08:20:36.531000,-0.5715,-100.0,Stop Loss triggered,closed,24.861,0:00:24.861000
2025-09-01 08:20:12.056000,SOLUSDT,LONG,0.007027243762070888,79.7054,0.5601092749533649,64,2025-09-01 08:21:00.639000,-0.5601,-100.0,Stop Loss triggered,closed,48.583,0:00:48.583000
2025-09-01 08:21:36.886000,BTCUSDT,LONG,9.305481491066711e-06,58987.5,0.5489070894542977,65,2025-09-01 08:21:59.793000,-0.5489,-100.0,Stop Loss triggered,closed,22.907,0:00:22.907000
2025-09-01 08:21:37.291000,ETHUSDT,LONG,0.00027305622130891996,1970.03,0.5379289476652116,66,2025-09-01 08:22:23.826000,-0.5379,-100.0,Stop Loss triggered,closed,46.535,0:00:46.535000
2025-09-01 08:21:37.673000,SOLUSDT,LONG,0.006613985610911023,79.7054,0.5271703687119075,67,2025-09-01 08:22:47.931000,-0.5272,-100.0,Stop Loss triggered,closed,70.258,0:01:10.258000
2025-09-01 08:23:12.150000,BTCUSDT,LONG,8.75824473554006e-06,58987.5,0.5166269613376693,68,2025-09-01 08:23:37.401000,-0.5166,-100.0,Stop Loss triggered,closed,25.251,0:00:25.251000
2025-09-01 08:23:13.306000,DOGEUSDT,LONG,5.513201907709922,0.0918331,0.506294422110916,69,2025-09-01 08:24:01.485000,-0.5063,-100.0,Stop Loss triggered,closed,48.179,0:00:48.179000
2025-09-01 08:24:38.901000,DOGEUSDT,LONG,5.402937869555724,0.0918331,0.4961685336686978,70,2025-09-01 08:25:02.026000,-0.4962,-100.0,Stop Loss triggered,closed,23.125,0:00:23.125000
2025-09-01 08:27:53.747000,ETHUSDT,LONG,0.0002514506262386873,1933.76,0.4862451629953239,71,2025-09-01 08:28:18.607000,-0.4862,-100.0,Stop Loss triggered,closed,24.86,0:00:24.860000
2025-09-01 08:29:07.317000,ETHUSDT,LONG,0.0002464216137139136,1933.76,0.47652025973541756,72,2025-09-01 08:29:27.244000,-0.4765,-100.0,Stop Loss triggered,closed,19.927,0:00:19.927000
2025-09-01 08:30:16.292000,SOLUSDT,LONG,0.004857580898585748,96.1363,0.46698985454070907,73,2025-09-01 08:30:39.781000,-0.467,-100.0,Stop Loss triggered,closed,23.489,0:00:23.489000
2025-09-01 08:31:28.887000,SOLUSDT,LONG,0.004760429280614032,96.1363,0.4576500574498948,74,2025-09-01 08:31:51.982000,-0.4577,-100.0,Stop Loss triggered,closed,23.095,0:00:23.095000
2025-09-01 08:32:41.200000,SOLUSDT,LONG,0.004088694310441025,109.692,0.44849705630089687,75,2025-09-01 08:33:04.790000,-0.4485,-100.0,Stop Loss triggered,closed,23.59,0:00:23.590000
2025-09-01 08:33:53.902000,SOLUSDT,LONG,0.004006920424232205,109.692,0.43952711517487897,76,2025-09-01 08:34:18.380000,-0.4395,-100.0,Stop Loss triggered,closed,24.478,0:00:24.478000
2025-09-01 08:35:07.216000,ETHUSDT,LONG,0.00018806993532348657,2290.3,0.43073657287138134,77,2025-09-01 08:35:31.278000,-0.4307,-100.0,Stop Loss triggered,closed,24.062,0:00:24.062000
2025-09-01 08:36:19.951000,ETHUSDT,LONG,0.00018430853661701685,2290.3,0.4221218414139537,78,2025-09-01 08:36:44.794000,-0.4221,-100.0,Stop Loss triggered,closed,24.843,0:00:24.843000
2025-09-01 08:36:20.737000,DOGEUSDT,LONG,5.652238252756229,0.0731886,0.4136794045856746,79,2025-09-01 08:37:08.881000,-0.4137,-100.0,Stop Loss triggered,closed,48.144,0:00:48.144000
2025-09-01 08:37:45.143000,BTCUSDT,LONG,1.0578793567589824e-05,38322.5,0.405405816493961,80,2025-09-01 08:38:09.402000,-0.4054,-100.0,Stop Loss triggered,closed,24.259,0:00:24.259000
2025-09-01 08:37:45.921000,SOLUSDT,LONG,0.003940859000784423,100.815,0.3972977001640816,81,2025-09-01 08:38:33.455000,-0.3973,-100.0,Stop Loss triggered,closed,47.534,0:00:47.534000
2025-09-01 08:37:46.311000,DOGEUSDT,LONG,5.3198414255881366,0.0731886,0.3893517461607999,82,2025-09-01 08:38:57.569000,-0.3894,-100.0,Stop Loss triggered,closed,71.258,0:01:11.258000
2025-09-01 08:39:22.535000,SOLUSDT,LONG,0.0037848009843533597,100.815,0.38156471123758395,83,2025-09-01 08:39:45.949000,-0.3816,-100.0,Stop Loss triggered,closed,23.414,0:00:23.414000
2025-09-01 08:43:39.920000,DOGEUSDT,LONG,4.904070539554729,0.0762496,0.3739334170128323,84,2025-09-01 08:44:04.030000,-0.3739,-100.0,Stop Loss triggered,closed,24.11,0:00:24.110000
2025-09-01 08:44:52.327000,BTCUSDT,LONG,7.5176527394627136e-06,48745.9,0.3664547486725755,85,2025-09-01 08:45:16.568000,-0.3665,-100.0,Stop Loss triggered,closed,24.241,0:00:24.241000
2025-09-01 08:44:52.725000,ETHUSDT,LONG,0.00016057556872560303,2236.49,0.35912565369912386,86,2025-09-01 08:45:40.654000,-0.3591,-100.0,Stop Loss triggered,closed,47.929,0:00:47.929000
2025-09-01 08:44:53.491000,DOGEUSDT,LONG,4.615671959264591,0.0762496,0.35194314062514137,87,2025-09-01 08:46:04.785000,-0.3519,-100.0,Stop Loss triggered,closed,71.294,0:01:11.294000
2025-09-01 08:46:28.974000,BTCUSDT,LONG,7.075554617160389e-06,48745.9,0.3449042778126386,88,2025-09-01 08:46:52.806000,-0.3449,-100.0,Stop Loss triggered,closed,23.832,0:00:23.832000
2025-09-01 08:46:29.360000,ETHUSDT,LONG,0.00015113244067998773,2236.49,0.33800619225638573,89,2025-09-01 08:47:16.865000,-0.338,-100.0,Stop Loss triggered,closed,47.505,0:00:47.505000
2025-09-01 08:46:29.741000,SOLUSDT,LONG,0.0036103782676219394,91.7483,0.331246068411258,90,2025-09-01 08:47:40.953000,-0.3312,-100.0,Stop Loss triggered,closed,71.212,0:01:11.212000
2025-09-01 08:48:05.165000,BTCUSDT,LONG,7.6070541584871425e-06,42673.7,0.32462114704303274,91,2025-09-01 08:48:30.537000,-0.3246,-100.0,Stop Loss triggered,closed,25.372,0:00:25.372000
2025-09-01 08:49:18.875000,BTCUSDT,LONG,7.454913075317401e-06,42673.7,0.31812872410217213,92,2025-09-01 08:49:41.741000,-0.3181,-100.0,Stop Loss triggered,closed,22.866,0:00:22.866000
2025-09-01 08:50:30.448000,ETHUSDT,LONG,0.00012544962341717484,2485.19,0.3117661496201288,93,2025-09-01 08:50:54.318000,-0.3118,-100.0,Stop Loss triggered,closed,23.87,0:00:23.870000
2025-09-01 08:51:43.002000,ETHUSDT,LONG,0.00012294063094883136,2485.19,0.30553082662772624,94,2025-09-01 08:52:06.509000,-0.3055,-100.0,Stop Loss triggered,closed,23.507,0:00:23.507000
2025-09-01 08:51:43.790000,DOGEUSDT,LONG,3.4739633935241945,0.0861898,0.2994202100951716,95,2025-09-01 08:52:30.598000,-0.2994,-100.0,Stop Loss triggered,closed,46.808,0:00:46.808000
2025-09-01 08:53:06.881000,BTCUSDT,LONG,6.478438584993643e-06,45293.6,0.29343180589326806,96,2025-09-01 08:53:31.090000,-0.2934,-100.0,Stop Loss triggered,closed,24.209,0:00:24.209000
2025-09-01 08:53:08.016000,DOGEUSDT,LONG,3.3363944431406365,0.0861898,0.2875631697754028,97,2025-09-01 08:53:55.205000,-0.2876,-100.0,Stop Loss triggered,closed,47.189,0:00:47.189000
2025-09-01 08:54:31.447000,BTCUSDT,LONG,6.2218924170279e-06,45293.6,0.2818119063798949,98,2025-09-01 08:54:55.330000,-0.2818,-100.0,Stop Loss triggered,closed,23.883,0:00:23.883000
2025-09-01 09:05:59.100000,ETHUSDT,LONG,0.00011233411493593581,2458.52,0.2761756682522969,99,2025-09-01 09:06:23.409000,-0.2762,-100.0,Stop Loss triggered,closed,24.309,0:00:24.309000
2025-09-01 09:07:12.131000,ETHUSDT,LONG,0.00011008743263721711,2458.52,0.27065215488725103,100,2025-09-01 09:07:36.957000,-0.2707,-100.0,Stop Loss triggered,closed,24.826,0:00:24.826000
2025-09-01 09:08:25.794000,ETHUSDT,LONG,0.00011062092553769864,2397.73,0.26523911178950615,101,2025-09-01 09:08:49.802000,-0.2652,-100.0,Stop Loss triggered,closed,24.008,0:00:24.008000
2025-09-01 09:09:38.541000,ETHUSDT,LONG,0.0001084085070269446,2397.73,0.25993432955371587,102,2025-09-01 09:10:03.351000,-0.2599,-100.0,Stop Loss triggered,closed,24.81,0:00:24.810000
2025-09-01 09:10:51.685000,BTCUSDT,LONG,5.371053565181415e-06,47427.5,0.25473564296264156,103,2025-09-01 09:11:16.210000,-0.2547,-100.0,Stop Loss triggered,closed,24.525,0:00:24.525000
2025-09-01 09:12:04.528000,BTCUSDT,LONG,5.263632493877787e-06,47427.5,0.24964093010338875,104,2025-09-01 09:12:29.784000,-0.2496,-100.0,Stop Loss triggered,closed,25.256,0:00:25.256000
2025-09-01 09:16:23.125000,ETHUSDT,LONG,0.00010506818275576713,2328.47,0.24464811150132107,105,2025-09-01 09:16:47.603000,-0.2446,-100.0,Stop Loss triggered,closed,24.478,0:00:24.478000
2025-09-01 09:16:23.515000,SOLUSDT,LONG,0.002806251096097489,85.4361,0.23975514927129465,106,2025-09-01 09:17:11.702000,-0.2398,-100.0,Stop Loss triggered,closed,48.187,0:00:48.187000
2025-09-01 09:17:47.969000,BTCUSDT,LONG,5.688430338431248e-06,41304.9,0.2349600462858689,107,2025-09-01 09:18:08.026000,-0.235,-100.0,Stop Loss triggered,closed,20.057,0:00:20.057000
2025-09-01 09:17:48.351000,ETHUSDT,LONG,9.888933306426608e-05,2328.47,0.23026084536015162,108,2025-09-01 09:18:32.136000,-0.2303,-100.0,Stop Loss triggered,closed,43.785,0:00:43.785000
2025-09-01 09:17:48.760000,SOLUSDT,LONG,0.002641221081638191,85.4361,0.22565562845294865,109,2025-09-01 09:18:56.274000,-0.2257,-100.0,Stop Loss triggered,closed,67.514,0:01:07.514000
2025-09-01 09:19:20.421000,BTCUSDT,LONG,5.3539051270887845e-06,41304.9,0.22114251588388953,110,2025-09-01 09:19:45.698000,-0.2211,-100.0,Stop Loss triggered,closed,25.277,0:00:25.277000
2025-09-01 09:19:21.196000,SOLUSDT,LONG,0.002691196915974621,80.5291,0.21671966556621186,111,2025-09-01 09:20:09.793000,-0.2167,-100.0,Stop Loss triggered,closed,48.597,0:00:48.597000
2025-09-01 09:20:46.437000,ETHUSDT,LONG,8.662528387853981e-05,2451.77,0.21238527225488754,112,2025-09-01 09:21:10.318000,-0.2124,-100.0,Stop Loss triggered,closed,23.881,0:00:23.881000
